"Arena","Rep","Group","ID","NetDistance_px","NetDistance_mm","File"
3,"5A","ControlB","2",8.33308757972696,3.1648642535993,"20250708_152706A_stabilized_5A_Corrected.csv"
3,"5A","ControlB","6",4.85475502590662,1.84381125176856,"20250708_152706A_stabilized_5A_Corrected.csv"
3,"5A","ControlB","5",3.77950664022471,1.43543738709636,"20250708_152706A_stabilized_5A_Corrected.csv"
3,"5A","ControlB","4",6.64832206083892,2.52499888372158,"20250708_152706A_stabilized_5A_Corrected.csv"
3,"5A","ControlB","1",5.14159911716418,1.95275317780637,"20250708_152706A_stabilized_5A_Corrected.csv"
3,"5A","ControlB","7",6.07544998605811,2.30742498521007,"20250708_152706A_stabilized_5A_Corrected.csv"
3,"5A","ControlB","3",8.41673834429545,3.19663438826261,"20250708_152706A_stabilized_5A_Corrected.csv"
4,"5A","CMB","6",1.58028475832005,0.600184108742899,"20250708_152706A_stabilized_5A_Corrected.csv"
4,"5A","CMB","2",19.9340077450566,7.57083469238763,"20250708_152706A_stabilized_5A_Corrected.csv"
4,"5A","CMB","5",23.9751623292207,9.10564463699988,"20250708_152706A_stabilized_5A_Corrected.csv"
